SpatialPoints:
                x        y
   [1,] -67.78882 44.73156
 [106,] -71.29276 44.70539
 [107,] -68.68290 46.48731
 [108,] -68.43062 44.39492
 [109,] -70.20329 43.83163
 [110,] -68.68328 44.28591
 [111,] -69.69465 44.15964
 [112,] -69.31093 44.94153
 [113,] -70.77530 44.57873
 [114,] -68.87007 44.33559
 [115,] -67.77387 44.65852
 [116,] -68.34651 45.00815
 [117,] -70.96264 43.74536
 [118,] -68.41483 44.99044
 [119,] -69.51392 44.20992
 [120,] -69.73517 43.73256
 [121,] -70.23575 43.93599
 [122,] -70.06024 45.16155
 [123,] -68.83183 46.61069
 [124,] -66.97401 44.97918
 [125,] -69.63528 44.46607
 [126,] -70.91778 44.59721
 [127,] -69.13754 45.34557
 [128,] -69.49068 45.42457
 [129,] -70.91140 44.68939
 [130,] -70.12103 44.11829
 [131,] -69.92212 43.44247
 [132,] -69.80283 45.78145
 [133,] -70.51549 44.04924
 [134,] -68.81771 44.78517
 [135,] -69.36844 45.55775
 [136,] -71.00193 44.34131
 [137,] -69.72326 44.77691
 [138,] -70.08118 43.89099
 [139,] -67.70511 44.60827
 [140,] -69.23483 45.78708
 [141,] -70.67053 43.89079
 [142,] -70.38199 43.66203
 [143,] -68.91912 44.96299
 [144,] -69.53494 44.19886
 [145,] -68.97341 45.25972
 [146,] -70.00850 43.85119
 [147,] -68.66119 47.14201
 [148,] -70.99386 44.36831
 [149,] -67.24787 45.14718
 [150,] -67.49354 45.25853
 [151,] -70.25703 44.13770
 [152,] -68.09684 45.18999
 [153,] -68.73514 45.03855
 [154,] -69.52363 45.71733
 [155,] -70.60650 43.97141
 [156,] -69.33408 45.65715
 [157,] -69.60767 44.82694
 [158,] -69.41391 44.69696
 [159,] -68.33499 46.61292
 [160,] -71.24086 43.94876
 [161,] -71.32401 43.15318
 [162,] -71.07736 42.94544
 [163,] -70.22091 44.44872
 [164,] -67.62780 45.19103
 [165,] -67.59703 44.53778
 [166,] -69.05737 44.31874
 [167,] -68.15450 47.03140
 [168,] -68.63320 44.13016
 [169,] -71.14656 43.80745
 [170,] -67.47544 44.68857
 [171,] -69.27660 44.29878
 [172,] -68.16839 46.88491
 [173,] -70.49753 44.51344
 [174,] -70.05393 43.72357
 [175,] -69.04988 44.39805
 [176,] -69.50803 45.16391
 [177,] -69.38925 43.66654
 [178,] -67.87991 44.35177
 [179,] -68.95569 45.46090
 [180,] -69.90000 43.75690
 [181,] -70.25813 43.96502
 [182,] -68.49194 46.79505
 [183,] -70.52393 44.51660
 [184,] -70.48095 44.60051
 [185,] -71.15189 43.60690
 [186,] -67.44422 44.85238
 [187,] -70.85684 43.15006
 [188,] -66.98700 45.18895
 [189,] -70.63872 44.21061
 [190,] -68.43257 47.11405
 [191,] -69.53859 44.92638
 [192,] -70.73737 44.12805
 [193,] -68.98655 46.93492
 [194,] -70.20162 44.66929
 [195,] -69.92301 45.77852
 [196,] -70.45302 43.76112
 [197,] -69.07231 44.31183
 [198,] -71.06859 44.70019
 [199,] -69.04312 45.24589
 [200,] -70.60189 43.93469
 [201,] -66.95533 45.05637
 [202,] -67.54485 44.88308
 [203,] -70.17381 45.56037
 [204,] -69.19402 45.25357
 [205,] -69.22475 45.56408
 [206,] -67.01003 44.89914
 [207,] -70.11235 45.64268
 [208,] -68.25191 44.53425
 [209,] -68.73258 45.12729
 [210,] -69.16405 45.71024
 [211,] -70.92651 44.37223
 [212,] -71.11868 44.27130
 [213,] -68.09354 44.91227
 [214,] -68.64865 46.50956
 [215,] -71.07767 44.65992
 [216,] -68.60421 47.19536
 [217,] -70.52982 43.70101
 [218,] -71.19520 43.36591
 [219,] -67.94538 44.18536
 [220,] -70.04123 45.42005
 [221,] -70.88582 43.08935
 [222,] -69.79422 45.06801
 [223,] -68.46858 44.59335
 [224,] -69.34745 44.15058
 [225,] -68.24227 43.95296
 [226,] -69.26284 44.07132
 [227,] -69.35046 45.83971
 [228,] -67.37452 45.01889
 [229,] -68.14002 44.37429
 [230,] -68.94050 45.20061
 [231,] -69.79673 45.45615
 [232,] -71.28151 43.26275
 [233,] -69.54982 44.76526
 [234,] -69.72904 45.55115
 [235,] -69.52181 43.63742
 [236,] -71.31852 43.09029
 [237,] -71.36631 43.05813
 [238,] -69.12185 44.29512
 [239,] -69.19859 44.33548
 [240,] -68.38729 45.33909
 [241,] -69.62789 45.47837
 [242,] -68.56651 44.07274
 [243,] -71.45083 44.11517
 [244,] -67.72030 44.82266
 [245,] -67.08353 44.86479
 [246,] -68.23216 43.98755
 [247,] -69.41434 43.74283
 [248,] -69.66347 45.32872
 [249,] -68.95446 43.93397
 [250,] -71.02162 43.46195
 [251,] -69.11018 45.60568
 [252,] -71.02257 44.63937
 [253,] -68.08177 44.07908
 [254,] -68.58837 46.61322
 [255,] -71.16472 44.69239
 [256,] -69.66193 45.87834
 [257,] -68.50839 44.04174
 [258,] -69.04653 45.00903
 [259,] -70.48243 43.80827
 [260,] -69.78454 43.55623
 [261,] -68.54379 46.92651
 [262,] -70.31123 44.46067
 [263,] -68.88693 44.98690
 [264,] -67.63150 45.11624
 [265,] -67.54719 44.79370
 [266,] -69.38381 45.27995
 [267,] -70.01977 43.74063
 [268,] -69.15029 44.37980
 [269,] -70.51421 43.79835
 [270,] -69.94529 45.31815
 [271,] -69.12901 45.39105
 [272,] -69.74997 44.80372
 [273,] -68.55496 46.44708
 [274,] -68.04809 44.53352
 [275,] -68.83532 44.11461
 [276,] -67.95901 46.51639
 [277,] -67.98758 46.84642
 [278,] -70.54626 43.97169
 [279,] -70.50535 44.36602
 [280,] -69.70258 44.53121
 [281,] -68.89229 44.09485
 [282,] -67.52508 45.28035
 [283,] -68.51355 47.15866
 [284,] -69.36879 44.97074
 [285,] -67.20040 45.01510
 [286,] -67.40994 44.99290
 [287,] -70.85873 43.43337
 [288,] -70.44230 43.69361
 [289,] -69.95507 44.26013
 [290,] -68.56306 44.80998
 [291,] -67.54160 45.24606
 [292,] -70.94264 44.54746
 [293,] -67.39378 44.85727
 [294,] -70.56226 43.53231
 [295,] -70.61546 43.04385
 [296,] -68.42824 45.31129
 [297,] -70.00734 45.44682
 [298,] -69.32187 44.29376
 [299,] -67.44656 44.71935
 [300,] -69.61983 44.13905
 [301,] -67.48322 44.83965
 [302,] -68.09050 44.89431
 [303,] -68.18551 44.94512
 [304,] -70.48954 44.45443
 [305,] -69.81040 43.91313
 [306,] -70.21002 43.98297
 [307,] -69.78482 43.73954
 [308,] -69.48749 44.73514
 [309,] -69.57237 45.15237
 [310,] -71.02558 43.75307
 [311,] -70.93682 43.80091
 [312,] -68.14537 46.86298
 [313,] -70.40883 43.60794
 [314,] -69.82510 45.31730
 [315,] -67.92618 44.57870
 [316,] -67.78822 44.95950
 [317,] -68.74238 44.64338
 [318,] -69.23941 44.81623
 [319,] -69.13753 44.96600
 [320,] -70.40825 43.28276
 [321,] -69.57110 45.73004
 [322,] -70.03421 45.66392
 [323,] -69.29614 44.70945
 [324,] -68.72879 44.21085
 [325,] -68.86336 44.74524
 [326,] -70.07458 43.78756
 [327,] -69.65881 44.21061
 [328,] -70.32791 44.22071
 [329,] -70.62326 44.72492
 [330,] -70.73968 43.33522
 [331,] -68.16217 43.96755
 [332,] -71.05226 43.06684
 [333,] -68.97487 46.52698
 [334,] -67.96401 44.92743
 [335,] -67.50595 45.25100
 [336,] -67.62615 45.01079
 [337,] -69.88843 43.52443
 [338,] -71.24390 43.80497
 [339,] -67.10046 45.19609
 [340,] -69.12966 45.61369
 [341,] -69.09544 44.05929
 [342,] -68.47059 44.94121
 [343,] -68.97632 45.13712
 [344,] -70.48314 43.86888
 [345,] -68.36517 44.42355
 [346,] -70.22161 43.50956
 [347,] -67.70903 45.32058
 [348,] -69.16788 45.39602
 [349,] -67.92051 44.11996
 [350,] -67.83417 44.66206
 [351,] -67.73730 45.14444
 [352,] -69.66450 43.49169
 [353,] -69.39798 45.33689
 [354,] -68.69585 45.14789
 [355,] -70.01469 44.03557
 [356,] -68.20453 44.08427
 [357,] -68.06154 44.95667
 [358,] -71.25613 44.13435
 [359,] -71.09463 44.50690
 [360,] -71.19935 43.67884
 [361,] -69.62887 44.03379
 [362,] -70.66030 44.03695
 [363,] -68.79494 46.96150
 [364,] -69.08930 45.07738
 [365,] -70.06071 43.99669
 [366,] -67.23848 45.09791
 [367,] -69.67586 45.74149
 [368,] -70.07593 43.86592
 [369,] -70.41146 43.64154
 [370,] -68.55867 44.33987
 [371,] -69.41770 45.60216
 [372,] -69.82105 44.55944
 [373,] -69.10591 44.70090
 [374,] -71.29436 43.65057
 [375,] -70.72351 44.64998
 [376,] -69.72735 44.45842
 [377,] -68.00062 44.51019
 [378,] -69.46397 44.44090
 [379,] -70.94040 43.76742
 [380,] -69.10564 44.32677
 [381,] -67.58193 44.80933
 [382,] -68.05532 44.35796
 [383,] -70.60546 43.68529
 [384,] -69.12413 44.21100
 [385,] -67.51777 44.71078
 [386,] -68.14428 44.47852
 [387,] -69.18565 45.18854
 [388,] -68.45289 44.84474
 [389,] -67.04893 45.31411
 [390,] -67.94494 46.66980
 [391,] -69.64822 44.41005
 [392,] -70.85022 43.26478
 [393,] -69.42439 44.13590
 [394,] -69.52033 44.54220
 [395,] -68.01415 45.01747
 [396,] -68.68847 44.53036
 [397,] -69.83246 44.80885
 [398,] -67.47777 45.44295
 [399,] -67.43162 44.72028
 [400,] -68.58258 45.09441
 [401,] -69.76675 45.64246
 [402,] -71.46433 43.40758
 [403,] -68.47877 46.61439
 [404,] -70.08649 44.05880
 [405,] -69.67934 44.71905
 [406,] -70.92432 44.03467
 [407,] -68.72874 45.26270
 [408,] -69.35395 44.92774
 [409,] -67.76306 44.33976
 [410,] -71.13811 43.69310
 [411,] -68.29452 47.19812
 [412,] -70.99018 44.36827
 [413,] -71.50321 43.39004
 [414,] -69.32699 45.02065
 [415,] -69.97184 45.63175
 [416,] -68.76807 44.86469
 [417,] -68.67593 45.26489
 [418,] -70.71834 44.04615
 [419,] -71.30271 44.11742
 [420,] -67.74357 44.49308
 [421,] -68.64029 45.28697
 [422,] -70.64320 43.80951
 [423,] -67.68058 45.34323
 [424,] -69.72887 44.54211
 [425,] -70.43135 43.19000
 [426,] -69.98700 43.81697
 [427,] -68.84973 46.43805
 [428,] -70.03335 45.58462
 [429,] -68.44955 46.82437
 [430,] -69.46657 44.80168
 [431,] -68.38976 45.03309
 [432,] -67.72524 44.70560
 [433,] -70.19089 44.50708
 [434,] -69.70803 45.14805
 [435,] -70.83074 43.47556
 [436,] -67.86690 46.87196
 [437,] -68.03610 45.14701
 [438,] -69.39760 43.62416
 [439,] -71.31171 43.22197
 [440,] -70.61761 44.19299
 [441,] -71.48239 44.45706
 [442,] -67.98917 44.06641
 [443,] -68.42242 47.12595
 [444,] -68.75698 46.76001
 [445,] -69.73693 44.33620
 [446,] -68.64106 44.10585
 [447,] -70.71503 44.47614
 [448,] -69.21692 43.93035
 [449,] -70.45813 43.86571
 [450,] -71.50977 43.36895
 [451,] -69.63548 44.71065
 [452,] -68.39009 44.09570
 [453,] -67.29683 45.34351
 [454,] -68.53361 45.15683
 [455,] -68.58266 44.72108
 [456,] -69.48001 44.16938
 [457,] -67.66358 45.32242
 [458,] -68.54060 46.49408
 [459,] -67.96429 46.52055
 [460,] -68.35833 44.38498
 [461,] -71.40366 44.51130
 [462,] -70.00527 43.93565
 [463,] -69.27976 44.98999
 [464,] -70.36544 44.30607
 [465,] -69.57860 45.05410
 [466,] -69.83359 44.87132
 [467,] -68.10542 46.39916
 [468,] -69.31721 44.12469
 [469,] -67.98836 44.76574
 [470,] -70.13587 43.55899
 [471,] -68.79238 46.85265
 [472,] -70.99703 43.01669
 [473,] -70.77767 44.50530
 [474,] -71.24752 44.68820
 [475,] -71.27772 43.68224
 [476,] -67.05994 45.12580
 [477,] -69.67073 45.62220
 [478,] -70.77298 44.44856
 [479,] -70.45032 43.21375
 [480,] -70.07313 43.99056
 [481,] -69.80361 44.84128
 [482,] -69.59031 44.51043
 [483,] -71.17085 43.84237
 [484,] -70.13874 45.64204
 [485,] -69.22488 45.80006
 [486,] -69.43165 43.66268
 [487,] -67.35074 45.14839
 [488,] -68.21694 44.74627
 [489,] -68.34615 45.20196
 [490,] -68.27050 44.64635
 [491,] -71.10451 44.40661
 [492,] -69.80198 43.64269
 [493,] -68.44432 47.10609
 [494,] -68.49622 47.20261
 [495,] -70.83683 43.78038
 [496,] -70.85853 43.45966
 [497,] -70.10646 44.21470
 [498,] -68.12197 45.25554
 [499,] -69.49019 45.65866
 [500,] -68.12779 44.19976
 [501,] -69.04617 43.94792
 [502,] -71.31119 44.13408
 [503,] -68.62945 44.08012
 [504,] -67.56073 45.34742
 [505,] -69.56171 44.32642
 [506,] -70.69423 43.40390
 [507,] -70.96191 43.63543
 [508,] -69.60887 44.29296
 [509,] -68.62974 46.93486
 [510,] -68.45039 44.49676
 [511,] -68.97339 44.16226
 [512,] -68.36043 46.86963
 [513,] -67.14365 45.27021
 [514,] -70.32835 43.60172
 [515,] -71.17503 43.07623
 [516,] -70.43452 43.63007
 [517,] -69.78913 44.12078
 [518,] -68.84488 44.50242
 [519,] -69.17639 44.98615
 [520,] -69.28235 45.67125
 [521,] -69.07223 44.92970
 [522,] -68.92658 46.99458
 [523,] -69.67209 44.75836
 [524,] -68.75740 44.42466
 [525,] -68.17556 45.19591
 [526,] -68.61321 44.11659
 [527,] -67.00887 45.16527
 [528,] -70.00728 45.20046
 [529,] -68.76935 44.38927
 [530,] -68.00372 44.09561
 [531,] -69.01112 44.86338
 [532,] -68.54796 44.61607
 [533,] -69.42672 45.70074
 [534,] -69.05889 45.06049
 [535,] -71.20567 43.37379
 [536,] -70.17997 44.38792
 [537,] -67.63731 45.26690
 [538,] -67.92791 46.70658
 [539,] -69.45620 44.88537
 [540,] -70.61286 44.19260
 [541,] -70.01610 44.13897
 [542,] -68.63560 45.29946
 [543,] -67.54001 44.60384
 [544,] -70.23724 44.00813
 [545,] -68.92117 44.32687
 [546,] -68.60361 44.59259
 [547,] -68.49123 45.27465
 [548,] -68.65905 47.08101
 [549,] -69.94555 44.44457
 [550,] -70.76780 44.17201
 [551,] -70.90123 44.08503
 [552,] -67.25566 45.28193
 [553,] -68.29560 46.92318
 [554,] -70.81412 44.78322
 [555,] -69.70568 44.85029
 [556,] -68.59602 47.02000
 [557,] -71.17698 43.44584
 [558,] -69.67195 45.26580
 [559,] -69.64870 43.76317
 [560,] -68.64046 44.22442
 [561,] -69.66574 43.74842
 [562,] -67.40389 45.25063
 [563,] -68.30750 47.06719
 [564,] -67.15733 45.34336
 [565,] -71.32494 44.66596
 [566,] -68.00779 44.83751
 [567,] -68.26362 44.12873
 [568,] -70.90928 43.22801
 [569,] -70.09033 43.54181
 [570,] -67.25078 44.78143
 [571,] -69.49866 45.52107
 [572,] -68.06488 44.44162
 [573,] -69.61398 44.75060
 [574,] -69.52445 44.26540
 [575,] -67.52854 44.63779
 [576,] -68.00983 44.04501
 [577,] -69.37561 43.76004
 [578,] -71.05848 44.43814
 [579,] -70.62533 43.42047
 [580,] -71.01833 43.97476
 [581,] -69.96331 44.53297
 [582,] -70.26045 43.96201
 [583,] -68.18162 44.67561
 [584,] -71.00624 44.83570
 [585,] -68.40037 46.50461
 [586,] -70.12356 44.55291
 [587,] -69.33709 44.31726
 [588,] -69.83171 45.57378
 [589,] -69.79731 45.01509
 [590,] -69.58218 43.72402
 [591,] -69.63514 45.50925
 [592,] -69.09050 44.55546
 [593,] -70.83445 44.47054
 [594,] -69.66052 45.54182
 [595,] -70.49215 43.09671
 [596,] -69.96699 43.38120
 [597,] -67.78292 45.24848
 [598,] -67.11901 44.72469
 [599,] -71.28750 43.52212
 [600,] -69.09975 46.80812
 [601,] -67.84638 45.41942
 [602,] -69.23683 44.09323
 [603,] -69.81638 45.87046
 [604,] -70.51025 44.01091
 [605,] -67.79809 45.45659
 [606,] -69.21599 43.90466
 [607,] -71.03509 44.09463
 [608,] -69.21417 44.81091
 [609,] -68.48763 46.58019
 [610,] -69.86250 45.20972
 [611,] -68.00359 46.71621
 [612,] -69.02909 46.94582
 [613,] -68.09865 44.97649
 [614,] -67.60427 45.41576
 [615,] -68.46866 46.47679
 [616,] -69.57768 45.62224
 [617,] -69.63562 43.54599
 [618,] -67.04926 44.85335
 [619,] -68.20099 44.01858
 [620,] -68.14137 45.20174
 [621,] -69.05272 43.83464
 [622,] -67.41197 45.35559
 [623,] -67.05037 45.17801
 [624,] -68.48975 44.47629
 [625,] -69.62820 44.95335
 [626,] -67.96901 46.87875
 [627,] -67.17175 44.70298
 [628,] -70.44243 44.08840
 [629,] -67.99099 46.81706
 [630,] -68.11461 43.99903
 [631,] -68.09580 45.27922
 [632,] -70.60263 44.19108
 [633,] -68.31480 46.51536
 [634,] -70.22671 45.50230
 [635,] -67.00711 44.98561
 [636,] -69.23923 44.99884
 [637,] -67.73125 44.18555
 [638,] -67.25397 44.68819
 [639,] -71.50032 43.46056
 [640,] -69.83051 44.38564
 [641,] -68.02079 46.56012
 [642,] -69.12585 44.29358
 [643,] -69.33933 44.04882
 [644,] -68.21720 45.00153
 [645,] -67.84223 44.41826
 [646,] -69.70985 43.87715
 [647,] -70.92480 44.27580
 [648,] -69.24215 45.42526
 [649,] -68.97346 44.43429
 [650,] -67.41791 45.26718
 [651,] -68.20481 45.10984
 [652,] -70.28158 44.62994
 [653,] -69.31143 44.00665
 [654,] -68.61869 46.71440
 [655,] -68.62053 44.06929
 [656,] -67.66197 45.15912
 [657,] -67.48500 44.61428
 [658,] -70.51936 43.45308
 [659,] -70.37027 43.71039
 [660,] -68.06471 45.21978
 [661,] -69.27814 45.64342
 [662,] -68.13418 44.96057
 [663,] -70.48393 44.14180
 [664,] -67.24209 45.06891
 [665,] -68.30439 44.38947
 [666,] -67.57275 45.15158
 [667,] -70.91070 44.34054
 [668,] -67.94146 44.31152
 [669,] -69.29943 44.54443
 [670,] -71.00640 43.62518
 [671,] -67.44499 45.20854
 [672,] -68.29477 46.77996
 [673,] -69.55207 45.11447
 [674,] -69.76258 43.48341
 [675,] -68.35696 46.93874
 [676,] -69.75528 45.17529
 [677,] -70.04813 43.56275
 [678,] -67.10025 45.13954
 [679,] -70.80957 44.64044
 [680,] -70.79608 43.21853
 [681,] -69.87685 45.80935
 [682,] -68.48116 44.19031
 [683,] -69.69724 43.63021
 [684,] -68.98840 44.58406
 [685,] -68.52416 45.27316
 [686,] -68.36718 44.93544
 [687,] -69.19819 43.94844
 [688,] -68.28020 44.34336
 [689,] -69.47821 44.52666
 [690,] -70.72205 43.88178
 [691,] -69.12307 44.02558
 [692,] -70.80724 44.67739
 [693,] -68.04536 44.96939
 [694,] -67.75434 45.12549
 [695,] -69.07663 44.99680
 [696,] -69.45798 45.32642
 [697,] -68.02612 44.25531
 [698,] -68.38452 44.71415
 [699,] -70.85415 43.65869
 [700,] -68.43371 45.01179
 [701,] -68.48065 47.13954
 [702,] -69.81919 45.24999
 [703,] -67.56953 44.80617
 [704,] -68.32006 45.14187
 [705,] -69.26532 44.42293
 [706,] -69.56056 43.91594
 [707,] -69.47995 44.47786
 [708,] -69.62796 43.67631
 [709,] -69.97797 43.89566
 [710,] -70.75090 44.63675
 [711,] -69.16324 44.61745
 [712,] -69.54419 44.24421
 [713,] -68.60828 46.89476
 [714,] -68.49358 46.65007
 [715,] -69.26693 44.77061
 [716,] -69.44472 45.50111
 [717,] -69.46625 45.76996
 [718,] -68.65995 44.56285
 [719,] -68.08416 46.68612
 [720,] -69.32391 44.62248
 [721,] -69.48692 45.18764
 [722,] -67.89912 44.79009
 [723,] -67.47753 44.84836
 [724,] -69.91087 44.17931
 [725,] -67.93292 45.29230
 [726,] -69.81566 44.10919
 [727,] -69.34954 43.99611
 [728,] -68.79674 44.87339
 [729,] -67.80909 44.24762
 [730,] -67.22640 44.82319
 [731,] -71.18802 43.17789
 [732,] -71.44925 44.19365
 [733,] -70.98562 44.04795
 [734,] -71.16901 44.21194
 [735,] -67.06607 45.05415
 [736,] -69.13586 44.43415
 [737,] -69.56832 43.45831
 [738,] -70.38058 43.49850
 [739,] -68.94432 47.05415
 [740,] -69.04484 46.60334
 [741,] -67.67022 44.21688
 [742,] -69.48425 45.67661
 [743,] -70.32289 44.36511
 [744,] -67.78489 44.21858
 [745,] -70.82832 43.78180
 [746,] -68.01579 45.21611
 [747,] -70.51396 43.30050
 [748,] -69.80090 45.33446
 [749,] -67.94358 46.92587
 [750,] -68.29344 46.63766
 [751,] -68.75688 46.79498
 [752,] -68.84094 46.85130
 [753,] -69.34042 45.32192
 [754,] -67.89110 44.60086
 [755,] -69.24434 45.61525
 [756,] -70.18470 43.92649
 [757,] -69.43680 44.13632
 [758,] -68.05824 44.92403
 [759,] -69.35768 45.05327
 [760,] -71.38386 43.43667
 [761,] -71.17219 44.17579
 [762,] -68.38022 44.12289
 [763,] -71.06566 43.51056
 [764,] -67.86635 45.14698
 [765,] -69.01182 45.36901
 [766,] -67.62787 44.85560
 [767,] -71.32909 44.57909
 [768,] -70.17939 44.20629
 [769,] -68.99903 45.39556
 [770,] -70.12062 44.37279
 [771,] -71.03563 43.69111
 [772,] -69.72454 45.00842
 [773,] -69.38552 44.18121
 [774,] -67.90673 45.28648
 [775,] -69.32171 45.03882
 [776,] -68.82608 46.90734
 [777,] -67.59321 44.66038
 [778,] -68.95705 44.26744
 [779,] -70.87523 43.61454
 [780,] -68.53969 46.55682
 [781,] -71.42720 43.63462
 [782,] -69.47600 44.16411
 [783,] -68.60018 47.16463
 [784,] -68.30445 44.26665
 [785,] -68.40350 44.81129
 [786,] -67.22774 44.72898
 [787,] -70.26310 43.82881
 [788,] -68.90110 45.08409
 [789,] -68.87925 44.05998
 [790,] -70.12426 44.26964
 [791,] -69.47410 45.88146
 [792,] -69.23736 44.64715
 [793,] -69.80053 44.22764
 [794,] -70.91181 43.02682
 [795,] -69.56935 45.76464
 [796,] -70.26504 43.89115
 [797,] -70.95424 44.43788
 [798,] -68.23059 44.79429
 [799,] -70.94548 44.17571
 [800,] -67.34021 44.68750
 [801,] -69.48897 44.52768
 [802,] -70.15909 44.35954
 [803,] -69.14189 45.44328
 [804,] -69.30038 43.82362
 [805,] -70.04451 44.00468
 [806,] -69.27027 43.87062
 [807,] -69.79396 43.72014
 [808,] -67.90979 46.70992
 [809,] -70.14575 45.53843
 [810,] -70.57441 44.26212
 [811,] -69.33069 44.40571
 [812,] -70.82507 44.43086
 [813,] -69.61660 45.73030
 [814,] -70.22119 43.93565
 [815,] -68.51352 46.72667
 [816,] -71.22910 44.02857
 [817,] -68.73117 44.39186
 [818,] -70.48843 43.30610
 [819,] -69.58251 45.39820
 [820,] -69.94105 44.17356
 [821,] -68.59919 45.18655
 [822,] -67.99091 44.86963
 [823,] -69.76839 44.35746
 [824,] -68.15112 44.58132
 [825,] -69.44706 45.08288
 [826,] -70.38492 43.24660
 [827,] -68.80239 45.37085
 [828,] -68.28034 45.03123
 [829,] -70.30342 44.03938
 [830,] -67.18990 45.05060
 [831,] -68.68366 45.09395
 [832,] -69.58981 44.04535
 [833,] -67.74962 44.35986
 [834,] -71.16971 44.51993
 [835,] -69.49145 45.30977
 [836,] -67.73312 44.68476
 [837,] -68.00291 44.26745
 [838,] -67.93631 44.11327
 [839,] -70.04611 44.20294
 [840,] -68.48862 45.07602
 [841,] -69.19825 45.55207
 [842,] -68.47193 44.87167
 [843,] -69.74481 44.81361
 [844,] -70.16448 45.52063
 [845,] -68.92482 46.65003
 [846,] -68.97650 45.03323
 [847,] -68.92983 45.41315
 [848,] -71.20879 44.32684
 [849,] -67.38675 45.32234
 [850,] -69.77853 43.75214
 [851,] -69.00073 45.24903
 [852,] -70.58078 44.18584
 [853,] -69.62673 43.64811
 [854,] -69.17628 44.96014
 [855,] -71.36515 43.40846
 [856,] -70.77959 44.35092
 [857,] -70.27491 43.60239
 [858,] -67.85059 44.65167
 [859,] -68.44414 44.03445
 [860,] -68.91325 46.47063
 [861,] -71.32903 43.19462
 [862,] -69.28338 44.76020
 [863,] -70.04118 43.42495
 [864,] -69.99259 43.45386
 [865,] -67.36940 45.36514
 [866,] -67.68508 44.83511
 [867,] -69.51065 45.54353
 [868,] -70.35308 43.92922
 [869,] -67.82624 44.52077
 [870,] -69.46993 44.24143
 [871,] -68.21842 44.90393
 [872,] -71.34149 44.44737
