"Species","Cluster","Population","ID","Latitude","Longitude","LTRS","WNT","EN","EF","ZMP","AML","ATPS","MP20"
"Peninsula","NBP-C","177","177_4A",28.66056,-113.99141,"01:01","01:03","01:01","01:01","01:02","06:08","09:09","07:07"
"Peninsula","NBP-C","177","177_5A",28.66056,-113.99141,"01:01","01:01","01:01","01:01","02:02","08:09","09:09","07:07"
"Peninsula","NBP-C","177","177_6A",28.66056,-113.99141,"01:01","01:03","01:01","01:01","01:01","09:10","09:09","07:07"
"Peninsula","NBP-C","177","177_7A",28.66056,-113.99141,"01:01","01:03","01:02","01:01","01:01","09:09","09:09","07:07"
"Peninsula","NBP-C","177","177_8A",28.66056,-113.99141,"01:01","01:01","01:02","01:01","01:02","06:09","09:09","07:07"
"Peninsula","NBP-C","177","177_9A",28.66056,-113.99141,"01:01","01:01","01:02","01:01","01:01","09:09","09:09","05:05"
"Peninsula","NBP-C","177","177_10A",28.66056,-113.99141,"01:01","01:01","01:02","01:01","01:01","07:09","09:09","05:08"
"Peninsula","NBP-C","173","173_1A",28.40846,-112.86985,"01:01","03:03","01:01","01:01","02:02","08:08","07:10","07:07"
"Peninsula","NBP-C","173","173_2A",28.40846,-112.86985,"01:01","03:03","01:01","01:01","02:02","09:09","09:09","07:07"
"Peninsula","NBP-C","173","173_3A",28.40846,-112.86985,"01:01","03:03","01:01","01:01","02:02","07:08","09:09","05:07"
"Peninsula","NBP-C","173","173_4A",28.40846,-112.86985,"01:02","03:03","01:01","01:01","01:02","07:09","09:09","05:05"
"Peninsula","NBP-C","173","173_5A",28.40846,-112.86985,"01:01","03:03","01:01","01:01","01:01","07:08","09:09","06:07"
"Peninsula","NBP-C","173","173_6A",28.40846,-112.86985,"01:01","03:03","01:01","01:01","02:02","07:07","07:09","05:07"
"Peninsula","NBP-C","173","173_7A",28.40846,-112.86985,"01:02","03:03","01:03","01:01","01:01","07:07","07:09","05:07"
"Peninsula","NBP-C","173","173_8A",28.40846,-112.86985,"01:01","01:03","01:01","01:01","02:02","08:08","09:09","05:07"
"Peninsula","NBP-C","173","173_9A",28.40846,-112.86985,"01:01","03:03","01:03","01:01","01:02","08:09","09:09","04:07"
"Peninsula","NBP-C","173","173_10A",28.40846,-112.86985,"01:01","01:03","01:01","01:01","02:02","08:08","09:09","06:07"
"Peninsula","NBP-C","171","171_1A",28.22308,-113.18263,"01:01","03:03","01:01","01:01","","08:09","09:09","05:06"
"Peninsula","NBP-C","171","171_2A",28.22308,-113.18263,"01:01","01:01","01:02","01:01","02:02","07:09","07:09","05:05"
"Peninsula","NBP-C","171","171_3A",28.22308,-113.18263,"01:01","01:03","01:01","01:01","02:02","08:08","09:09","05:07"
"Peninsula","NBP-C","171","171_4A",28.22308,-113.18263,"01:01","01:01","01:01","01:01","02:02","07:07","09:09","05:05"
"Peninsula","NBP-C","171","171_5A",28.22308,-113.18263,"01:01","01:03","01:01","01:01","02:02","09:09","09:09","07:07"
"Peninsula","NBP-C","171","171_6A",28.22308,-113.18263,"01:01","01:03","03:03","01:01","02:02","08:08","09:09","05:05"
"Peninsula","NBP-C","171","171_7A",28.22308,-113.18263,"01:02","03:03","01:01","01:01","01:02","07:08","09:09","07:07"
"Peninsula","NBP-C","171","171_8A",28.22308,-113.18263,"01:02","01:03","01:01","01:01","02:02","08:08","07:09","07:07"
"Peninsula","NBP-C","171","171_9A",28.22308,-113.18263,"01:01","01:03","01:01","01:01","01:02","08:09","09:09","07:07"
"Peninsula","NBP-C","171","171_10A",28.22308,-113.18263,"01:01","01:03","01:01","01:01","02:02","08:08","09:09","05:07"
"Peninsula","NBP-C","89","89_31A",28.03661,-113.39991,"01:01","03:03","01:03","01:01","02:02","07:09","09:10","05:07"
"Peninsula","NBP-C","89","89_32A",28.03661,-113.39991,"01:01","03:03","01:01","01:01","02:02","09:09","09:10","05:07"
"Peninsula","NBP-C","89","89_33A",28.03661,-113.39991,"01:01","03:03","03:03","01:01","02:02","08:09","07:09","07:08"
"Peninsula","NBP-C","89","89_34A",28.03661,-113.39991,"01:02","03:03","01:01","01:01","","07:10","09:09","07:07"
"Peninsula","NBP-C","89","89_35A",28.03661,-113.39991,"01:01","03:03","03:05","01:01","02:02","07:08","07:09","05:07"
"Peninsula","NBP-C","89","89_36A",28.03661,-113.39991,"01:01","03:03","01:01","01:01","02:02","08:09","07:07","05:07"
"Peninsula","NBP-C","89","89_37A",28.03661,-113.39991,"01:02","03:03","01:01","01:01","02:02","07:09","07:09","05:07"
"Peninsula","NBP-C","89","89_38A",28.03661,-113.39991,"01:01","03:03","01:01","01:01","02:02","07:09","09:09","05:07"
"Peninsula","NBP-C","89","89_39A",28.03661,-113.39991,"01:01","03:03","01:01","01:01","02:02","07:07","07:09","05:07"
"Peninsula","NBP-C","89","89_40A",28.03661,-113.39991,"01:01","01:03","01:01","01:01","02:02","07:07","09:09","07:07"
"Peninsula","NBP-C","159","159_11A",27.52944,-113.31609,"01:01","01:03","01:03","01:01","02:02","08:09","09:09","05:07"
"Peninsula","NBP-C","159","159_12A",27.52944,-113.31609,"01:01","01:03","02:05","01:01","02:02","07:08","09:09","04:07"
"Peninsula","NBP-C","159","159_13A",27.52944,-113.31609,"01:01","01:03","01:01","01:01","02:02","07:08","07:09","05:07"
"Peninsula","NBP-C","159","159_14A",27.52944,-113.31609,"01:01","01:03","01:01","01:01","02:02","08:11","07:09","05:07"
"Peninsula","NBP-C","159","159_15A",27.52944,-113.31609,"01:02","01:03","01:01","01:01","02:02","08:08","09:09","04:07"
"Peninsula","NBP-C","159","159_16A",27.52944,-113.31609,"01:02","03:03","01:01","01:01","02:02","07:08","09:09","05:07"
"Peninsula","NBP-C","159","159_17A",27.52944,-113.31609,"01:01","03:03","01:01","01:02","02:02","08:09","09:09","05:07"
"Peninsula","NBP-C","159","159_18A",27.52944,-113.31609,"01:01","03:03","01:01","01:01","02:02","08:09","09:09","05:07"
"Peninsula","NBP-C","159","159_19A",27.52944,-113.31609,"01:01","03:03","03:03","01:01","02:02","08:08","07:09","05:07"
"Peninsula","CBP-C","SFr","SFr_1A",27.3632,-112.964,"01:01","03:03","01:01","01:02","02:02","07:07","05:05","05:07"
"Peninsula","CBP-C","SFr","SFr_2A",27.3632,-112.964,"01:01","03:03","01:01","02:02","02:02","06:08","05:05","05:07"
"Peninsula","CBP-C","SFr","SFr_3A",27.3632,-112.964,"01:02","03:03","01:01","01:02","02:02","08:09","05:05","07:07"
"Peninsula","CBP-C","SFr","SFr_4A",27.3632,-112.964,"01:01","03:03","01:01","01:02","01:02","07:08","05:05","06:07"
"Peninsula","CBP-C","SFr","SFr_5A",27.3632,-112.964,"01:02","03:03","01:01","01:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","SFr","SFr_6A",27.3632,-112.964,"02:02","03:03","01:01","02:02","02:02","06:07","05:05","07:07"
"Peninsula","CBP-C","SFr","SFr_7A",27.3632,-112.964,"01:01","01:03","01:01","01:02","02:02","09:09","05:05","05:07"
"Peninsula","CBP-C","SFr","SFr_8A",27.3632,-112.964,"01:01","01:03","01:01","01:02","02:02","08:08","05:05","07:08"
"Peninsula","CBP-C","SFr","SFr_9A",27.3632,-112.964,"01:01","03:03","01:01","02:02","02:02","07:07","05:05","07:07"
"Peninsula","CBP-C","160","160_11A",27.40498,-112.52959,"01:01","03:03","01:01","02:02","01:01","08:08","05:05","06:07"
"Peninsula","CBP-C","160","160_12A",27.40498,-112.52959,"01:01","03:03","01:01","02:02","02:02","07:09","05:07","05:06"
"Peninsula","CBP-C","160","160_13A",27.40498,-112.52959,"01:02","03:03","01:01","02:02","02:02","09:09","05:05","05:05"
"Peninsula","CBP-C","160","160_14A",27.40498,-112.52959,"01:01","03:03","01:01","01:01","02:02","09:09","05:05","05:07"
"Peninsula","CBP-C","160","160_15A",27.40498,-112.52959,"01:01","01:03","01:01","02:02","02:02","02:09","05:05","04:08"
"Peninsula","CBP-C","160","160_16A",27.40498,-112.52959,"01:02","03:03","01:01","02:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","160","160_17A",27.40498,-112.52959,"01:01","01:04","01:01","01:01","02:02","08:08","05:05","05:06"
"Peninsula","CBP-C","160","160_18A",27.40498,-112.52959,"02:02","03:03","01:01","02:02","01:02","07:08","05:05","07:08"
"Peninsula","CBP-C","160","160_19A",27.40498,-112.52959,"01:01","01:01","01:01","01:01","02:02","06:07","05:05","05:05"
"Peninsula","CBP-C","160","160_20A",27.40498,-112.52959,"01:01","03:03","01:01","01:02","01:01","07:08","05:05","07:07"
"Peninsula","CBP-C","162","162_2A",27.2028,-112.408,"01:01","01:01","01:01","01:01","","07:07","05:05","06:06"
"Peninsula","CBP-C","162","162_3A",27.2028,-112.408,"01:01","01:03","01:01","01:01","02:02","07:13","05:05","05:05"
"Peninsula","CBP-C","162","162_4A",27.2028,-112.408,"01:01","03:03","01:01","01:02","02:02","08:08","05:05","07:07"
"Peninsula","CBP-C","162","162_5A",27.2028,-112.408,"01:02","01:01","01:01","02:02","","07:08","05:05","06:06"
"Peninsula","CBP-C","162","162_6A",27.2028,-112.408,"01:01","03:03","01:03","02:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","162","162_7A",27.2028,-112.408,"01:01","01:03","01:01","01:01","02:02","08:08","05:05","06:08"
"Peninsula","CBP-C","162","162_8A",27.2028,-112.408,"01:01","01:03","01:01","01:02","","07:07","05:07","05:06"
"Peninsula","CBP-C","162","162_10A",27.2028,-112.408,"01:01","03:03","01:01","02:02","01:02","08:08","05:05","05:07"
"Peninsula","CBP-C","162","162_11A",27.2028,-112.408,"01:01","01:01","01:01","02:02","02:02","07:07","05:05","05:07"
"Peninsula","CBP-C","162","162_12A",27.2028,-112.408,"01:01","01:03","01:01","01:01","02:02","05:07","05:05","05:06"
"Peninsula","CBP-C","12","12_1A",27.18232,-112.66552,"01:01","01:03","01:01","01:01","01:02","08:10","05:05","05:05"
"Peninsula","CBP-C","12","12_2A",27.18232,-112.66552,"01:02","01:03","01:01","02:02","02:02","07:07","05:05","05:07"
"Peninsula","CBP-C","12","12_3A",27.18232,-112.66552,"01:01","01:03","01:01","02:02","02:02","07:08","05:05","05:08"
"Peninsula","CBP-C","12","12_4A",27.18232,-112.66552,"01:01","03:03","01:01","02:02","01:02","08:08","05:05","04:06"
"Peninsula","CBP-C","12","12_5A",27.18232,-112.66552,"01:02","03:03","01:01","02:02","01:02","08:08","05:05","05:07"
"Peninsula","CBP-C","12","12_6A",27.18232,-112.66552,"01:01","01:03","01:01","02:02","02:02","08:08","05:05","07:07"
"Peninsula","CBP-C","12","12_7A",27.18232,-112.66552,"01:02","01:03","01:01","01:01","02:02","06:07","05:05","05:05"
"Peninsula","CBP-C","12","12_8A",27.18232,-112.66552,"01:01","03:03","01:01","01:01","01:02","01:07","05:05","07:08"
"Peninsula","CBP-C","12","12_9A",27.18232,-112.66552,"01:02","01:03","01:01","01:01","02:02","07:07","05:05","05:06"
"Peninsula","CBP-C","12","12_10A",27.18232,-112.66552,"01:01","03:03","01:01","01:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","161","161_1A",27.0367,-112.986,"01:01","03:03","01:01","01:02","02:02","07:09","05:05","05:07"
"Peninsula","CBP-C","161","161_2A",27.0367,-112.986,"01:01","01:03","01:01","01:02","02:02","08:09","05:05","04:06"
"Peninsula","CBP-C","161","161_3A",27.0367,-112.986,"01:01","03:03","01:01","01:02","02:02","07:08","05:05","06:07"
"Peninsula","CBP-C","161","161_4A",27.0367,-112.986,"01:01","03:03","01:01","01:02","","07:08","05:05","05:06"
"Peninsula","CBP-C","161","161_5A",27.0367,-112.986,"01:01","01:03","01:01","02:02","02:02","08:08","05:05","05:08"
"Peninsula","CBP-C","161","161_6A",27.0367,-112.986,"01:01","01:03","01:01","01:02","02:02","08:08","05:05","05:06"
"Peninsula","CBP-C","161","161_7A",27.0367,-112.986,"01:01","01:03","01:01","01:02","02:02","07:09","05:05","06:08"
"Peninsula","CBP-C","161","161_8A",27.0367,-112.986,"01:02","01:03","01:01","02:02","02:02","07:08","05:05","07:07"
"Peninsula","CBP-C","161","161_9A",27.0367,-112.986,"01:01","03:04","01:01","02:02","02:02","08:10","05:05","05:08"
"Peninsula","CBP-C","161","161_10A",27.0367,-112.986,"01:01","01:01","01:01","01:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","93","93_11A",26.94589,-112.04613,"01:02","03:03","01:01","01:01","02:02","07:07","05:05","07:08"
"Peninsula","CBP-C","93","93_12A",26.94589,-112.04613,"01:02","03:03","01:01","01:01","01:02","06:09","05:05","05:06"
"Peninsula","CBP-C","93","93_13A",26.94589,-112.04613,"01:01","03:03","01:01","01:02","02:02","07:09","05:05","05:07"
"Peninsula","CBP-C","93","93_14A",26.94589,-112.04613,"01:02","03:03","01:01","02:02","02:02","07:08","05:05","06:06"
"Peninsula","CBP-C","93","93_15A",26.94589,-112.04613,"01:01","01:03","01:01","01:02","02:02","08:08","05:05","06:07"
"Peninsula","CBP-C","93","93_16A",26.94589,-112.04613,"01:02","03:03","01:01","01:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","93","93_17A",26.94589,-112.04613,"01:01","03:03","01:01","01:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","93","93_18A",26.94589,-112.04613,"01:01","01:01","01:01","02:02","01:02","08:08","05:05","05:05"
"Peninsula","CBP-C","93","93_19A",26.94589,-112.04613,"01:02","03:03","01:01","01:01","","08:09","05:05","07:07"
"Peninsula","CBP-C","93","93_20A",26.94589,-112.04613,"01:02","01:01","01:01","02:02","","08:08","05:05","05:05"
"Peninsula","CBP-C","165","165_1A",26.24905,-112.40948,"01:01","03:03","01:01","01:02","02:02","08:08","05:05","06:06"
"Peninsula","CBP-C","165","165_2A",26.24905,-112.40948,"01:02","01:03","01:01","01:01","01:02","07:10","05:05","07:07"
"Peninsula","CBP-C","165","165_3A",26.24905,-112.40948,"01:01","01:01","01:04","02:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","165","165_4A",26.24905,-112.40948,"01:01","01:04","01:04","02:02","01:01","07:08","05:05","06:07"
"Peninsula","CBP-C","165","165_5A",26.24905,-112.40948,"01:02","01:01","01:01","01:01","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","165","165_6A",26.24905,-112.40948,"01:02","01:01","01:01","02:02","01:02","07:07","05:05","05:06"
"Peninsula","CBP-C","165","165_7A",26.24905,-112.40948,"02:02","01:04","01:01","02:02","02:02","08:08","05:05","05:08"
"Peninsula","CBP-C","165","165_9A",26.24905,-112.40948,"01:02","03:04","01:01","01:02","02:02","07:10","05:05","05:05"
"Peninsula","CBP-C","165","165_10A",26.24905,-112.40948,"01:01","01:03","01:01","02:02","01:02","08:08","05:05","05:06"
"Peninsula","CBP-C","165","165_11A",26.24905,-112.40948,"01:01","03:03","01:01","02:02","02:02","07:09","05:05","05:06"
"Peninsula","CBP-C","169","169_1A",26.20876,-111.37833,"01:01","01:04","01:01","02:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","169","169_2A",26.20876,-111.37833,"01:02","03:03","01:01","01:02","01:02","07:07","05:05","05:05"
"Peninsula","CBP-C","169","169_3A",26.20876,-111.37833,"01:02","03:03","01:01","02:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","169","169_4A",26.20876,-111.37833,"01:01","03:04","01:01","02:02","01:02","07:08","05:05","05:06"
"Peninsula","CBP-C","169","169_5A",26.20876,-111.37833,"01:01","01:03","01:01","01:02","02:02","07:09","05:05","05:05"
"Peninsula","CBP-C","169","169_6A",26.20876,-111.37833,"01:02","03:04","01:01","01:01","01:02","08:08","05:05","05:07"
"Peninsula","CBP-C","169","169_7A",26.20876,-111.37833,"01:01","03:03","01:01","01:02","01:02","08:09","05:05","05:07"
"Peninsula","CBP-C","169","169_8A",26.20876,-111.37833,"01:02","01:03","01:01","01:02","01:02","07:07","05:05","07:07"
"Peninsula","CBP-C","169","169_9A",26.20876,-111.37833,"01:02","01:03","01:01","01:02","02:02","07:08","05:05","05:08"
"Peninsula","CBP-C","169","169_10A",26.20876,-111.37833,"02:02","01:01","01:01","02:02","02:02","08:09","05:05","05:07"
"Peninsula","CBP-C","58","58_11A",26.0155,-111.35475,"02:02","03:03","01:01","02:02","02:02","07:07","05:05","05:07"
"Peninsula","CBP-C","58","58_12A",26.0155,-111.35475,"02:02","01:03","01:01","02:02","01:02","09:09","05:05","05:07"
"Peninsula","CBP-C","58","58_13A",26.0155,-111.35475,"01:02","01:03","01:01","02:02","01:02","08:08","05:05","05:05"
"Peninsula","CBP-C","58","58_14A",26.0155,-111.35475,"01:02","03:03","01:01","02:02","02:02","07:07","05:05","05:07"
"Peninsula","CBP-C","58","58_15A",26.0155,-111.35475,"01:02","03:03","01:01","02:02","01:02","08:08","05:05","05:07"
"Peninsula","CBP-C","58","58_17A",26.0155,-111.35475,"02:02","01:01","01:01","02:02","01:02","08:09","05:05","05:05"
"Peninsula","CBP-C","58","58_18A",26.0155,-111.35475,"02:02","03:03","01:01","02:02","02:02","07:07","05:05","05:08"
"Peninsula","CBP-C","58","58_19A",26.0155,-111.35475,"01:02","03:03","01:01","02:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","58","58_20A",26.0155,-111.35475,"02:02","03:03","01:01","02:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","166","166_1A",25.91409,-112.08062,"02:02","01:03","01:01","01:01","02:02","07:09","05:05","05:05"
"Cape","SCBP-A","166","166_2A",25.91409,-112.08062,"01:01","02:02","01:02","01:01","02:02","03:04","03:03","18:18"
"Peninsula","CBP-C","166","166_3A",25.91409,-112.08062,"01:01","03:03","01:01","02:02","02:02","05:09","05:05","05:08"
"Peninsula","CBP-C","166","166_4A",25.91409,-112.08062,"01:01","01:03","01:01","02:02","02:02","07:08","05:05","06:06"
"Peninsula","CBP-C","166","166_5A",25.91409,-112.08062,"01:01","01:03","01:01","02:02","01:01","08:08","05:05","05:05"
"Cape","SCBP-A","166","166_6A",25.91409,-112.08062,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Peninsula","CBP-C","166","166_7A",25.91409,-112.08062,"01:02","03:03","01:01","02:02","02:02","07:08","05:05","05:08"
"Peninsula","CBP-C","166","166_8A",25.91409,-112.08062,"01:02","03:03","01:01","02:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","166","166_9A",25.91409,-112.08062,"01:01","03:03","01:01","02:02","02:02","05:05","05:05","05:07"
"Peninsula","CBP-C","166","166_10A",25.91409,-112.08062,"01:01","03:03","01:01","02:02","01:02","07:07","05:05","05:05"
"Peninsula","CBP-C","64","64_5A",25.60521,-111.32638,"01:02","03:03","01:01","02:02","01:02","07:07","05:05","07:07"
"Peninsula","CBP-C","64","64_6A",25.60521,-111.32638,"01:01","01:03","01:01","02:02","01:02","07:07","05:05","07:07"
"Peninsula","CBP-C","64","64_7A",25.60521,-111.32638,"01:01","01:03","01:01","02:02","01:01","06:06","05:05","07:07"
"Peninsula","CBP-C","64","64_8A",25.60521,-111.32638,"01:01","01:03","01:01","02:02","01:02","06:08","05:05","07:07"
"Peninsula","CBP-C","64","64_14A",25.60521,-111.32638,"02:02","01:03","01:01","02:02","01:01","07:07","05:05","07:07"
"Peninsula","CBP-C","168","168_1A",25.55757,-111.21563,"01:01","03:03","01:01","02:02","01:01","07:08","05:05","05:07"
"Peninsula","CBP-C","168","168_2A",25.55757,-111.21563,"01:01","01:03","01:01","02:02","01:01","07:09","05:05","06:07"
"Peninsula","CBP-C","168","168_3A",25.55757,-111.21563,"01:02","03:03","01:04","02:02","01:01","07:07","05:05","06:06"
"Peninsula","CBP-C","168","168_4A",25.55757,-111.21563,"01:02","03:03","01:04","02:02","01:02","07:08","05:05","07:07"
"Peninsula","CBP-C","168","168_5A",25.55757,-111.21563,"01:02","03:03","01:01","02:02","01:02","07:09","05:05","06:07"
"Peninsula","CBP-C","168","168_6A",25.55757,-111.21563,"01:01","03:03","01:01","02:02","01:01","08:08","05:05","05:06"
"Peninsula","CBP-C","168","168_7A",25.55757,-111.21563,"01:01","03:04","01:01","02:02","01:01","08:08","05:05","05:07"
"Peninsula","CBP-C","168","168_8A",25.55757,-111.21563,"01:01","03:04","01:01","02:02","01:02","07:09","05:05","07:07"
"Peninsula","CBP-C","168","168_9A",25.55757,-111.21563,"01:02","01:03","01:01","02:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","168","168_10A",25.55757,-111.21563,"01:02","01:03","01:01","02:02","01:02","07:07","05:05","06:06"
"Peninsula","CBP-C","51","51_13A",25.34819,-111.60056,"02:02","03:05","01:01","02:02","01:02","08:08","05:05","05:05"
"Peninsula","CBP-C","51","51_15A",25.34819,-111.60056,"02:02","03:05","01:01","02:02","02:02","06:07","05:05","05:07"
"Peninsula","CBP-C","51","51_16A",25.34819,-111.60056,"02:02","03:04","01:01","02:02","01:02","08:08","05:05","05:06"
"Peninsula","CBP-C","51","51_17A",25.34819,-111.60056,"01:02","03:03","01:01","02:02","01:02","07:08","05:05","05:05"
"Peninsula","CBP-C","51","51_18A",25.34819,-111.60056,"02:02","03:03","01:01","02:02","01:02","07:07","05:05","05:05"
"Peninsula","CBP-C","51","51_19A",25.34819,-111.60056,"01:02","03:03","01:01","02:02","01:02","08:08","05:05","05:07"
"Peninsula","CBP-C","51","51_20A",25.34819,-111.60056,"02:02","03:03","01:01","02:02","01:02","08:08","05:05","05:05"
"Cape","SCBP-A","Const","Con_1A",25.0247,-111.675,"01:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","Const","Con_2A",25.0247,-111.675,"02:02","02:02","01:01","01:01","02:02","03:03","03:03","19:19"
"Cape","SCBP-A","Const","Con_3A",25.0247,-111.675,"02:02","02:02","01:01","01:01","02:02","04:04","03:03","18:18"
"Peninsula","CBP-C","Const","Con_4A",25.0247,-111.675,"02:02","01:01","01:01","01:01","01:02","08:08","05:05","05:07"
"Cape","SCBP-A","Const","Con_5A",25.0247,-111.675,"01:02","01:01","01:01","01:02","","","09:09","18:18"
"Cape","SCBP-A","Const","Con_6A",25.0247,-111.675,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:19"
"Cape","SCBP-A","Const","Con_7A",25.0247,-111.675,"02:02","02:02","01:02","01:01","02:02","03:04","03:03","18:18"
"Peninsula","CBP-C","Const","Con_8A",25.0247,-111.675,"01:02","01:01","01:01","02:02","02:02","07:08","05:05","05:05"
"Cape","SCBP-A","Const","Con_9A",25.0247,-111.675,"02:02","02:02","02:02","01:01","02:02","03:03","03:03","18:18"
"Cape","SCBP-A","Const","Con_10A",25.0247,-111.675,"02:02","02:02","02:02","01:01","02:02","03:04","03:03","18:18"
